model,variant_label,grid_label,comparison,season,metric,units,period,represented_area_km2,contributing_cells,equivalent_cells,value,domain
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.6367333,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.0095367,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-0.5686173,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.5720092,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-0.6615320,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,0.4802633,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-0.5567066,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,0.2077330,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-0.6384894,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.2588215,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-0.4425552,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.4555823,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-2.5494475,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-1.0548298,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-2.5871814,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.0969363,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-2.6359247,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.4055731,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-2.7298811,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.3703291,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-2.3585545,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.4460456,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-1.9808302,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.4828206,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-1.9256494,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.5771996,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-2.0792181,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.6133061,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-2.0913917,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281459.0819586,17,8.9636788,-0.1115076,appalachian_interior
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281459.0819586,17,8.9636788,-1.9159993,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.0696432,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-0.9652977,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.5737719,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-2.0394338,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.0378568,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-0.3157063,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,0.0562879,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-0.5682437,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,0.2777829,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-0.9245596,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.0523331,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-1.7705180,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.0667100,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-1.0322063,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,0.0142668,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-1.8675024,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,0.0097829,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-1.8535467,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.1614618,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-2.2562794,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,0.0173101,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-0.8052204,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,0.5070619,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,1.0072275,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,0.0521237,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-1.5517961,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.0465050,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-1.2853030,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281422.0250786,21,8.1203357,-0.4392447,appalachian_interior
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281422.0250786,21,8.1203357,-1.3317198,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,0.0866879,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-0.3398151,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,0.0221457,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-0.6864737,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,0.0043349,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-0.3455911,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,0.0364132,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-0.0006921,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,0.2232548,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-0.4446475,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.3012387,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-2.9923747,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.2463758,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-2.5185165,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,0.0159518,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-3.5713057,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.6878506,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-2.4818539,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.3379920,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-3.5571246,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.3879265,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-2.6525596,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.2685215,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-1.8320428,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,0.0116169,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-3.2257145,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.7242638,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-2.4811617,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281463.1414279,27,12.1221991,-0.5612468,appalachian_interior
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281463.1414279,27,12.1221991,-3.1124770,appalachian_interior
